age_at_entry,gradin4,english,male,left_school,hsgrade_pct,GPA
19,1,1,0,0,28,2.22
17,1,0,0,0,77,4
18,1,1,0,0,37,3.1599998
18,0,1,0,0,60,.51999998
19,1,1,0,0,90,3.8399999
20,0,0,0,0,9,1.95
18,0,0,0,0,36,1.42
20,0,1,1,0,11,.45000002
18,0,0,1,0,89,2.23
19,1,0,0,0,96,3.8599999
19,0,0,1,0,9,2.53
19,0,1,0,0,92,3.46
19,0,1,1,0,82,3.4400001
19,1,1,1,0,72,2.5799999
19,1,1,1,0,62,3.0799999
19,0,0,0,0,46,1.53
19,1,1,1,0,28,2.4100001
19,0,1,0,1,21,2.5599999
20,0,1,1,0,46,1.78
19,1,1,0,0,78,3.24
19,1,1,1,0,91,3.3999999
19,0,1,1,0,11,1.02
19,0,1,0,1,19,2.1400001
19,1,1,0,0,53,2.5
18,0,0,0,0,92,3.3599999
19,0,1,0,0,60,2.1800001
19,1,1,1,0,78,2.78
19,1,1,0,0,46,2.9099998
18,1,1,0,0,45,2.0999999
20,1,1,1,0,97,2.8599999
19,1,1,0,0,89,3.76
19,0,0,1,0,90,3.3999999
19,1,1,0,0,64,3.6099999
19,0,1,0,0,45,2.8099999
20,0,0,1,0,12,.90000004
19,1,1,0,0,65,1.6
18,1,0,1,0,95,3.6599998
18,1,0,1,0,12,2.8599999
19,0,1,1,0,62,3.8099999
19,0,1,0,0,40,2.0799999
19,0,1,0,0,38,2.5899999
20,0,0,0,0,60,2.03
19,1,0,0,0,81,3.7099998
19,0,1,1,0,48,2.8599999
19,1,0,0,0,22,2.8199999
17,1,0,0,0,75,1.91
18,1,1,1,0,30,2.6599998
17,1,1,1,0,57,2.5999999
19,1,1,1,0,49,2.5699999
20,0,1,1,0,27,3.1800001
21,0,1,0,0,74,3.3399999
19,0,1,1,0,25,2.22
18,1,1,0,0,44,2.1199999
19,1,1,1,0,53,1.78
19,0,1,0,0,16,1.5
19,1,0,1,0,44,2.98
19,0,1,0,1,74,3.22
19,1,1,1,0,63,1.88
19,0,0,0,0,45,1.4299999
18,1,1,0,0,87,4
19,1,0,0,0,62,3.25
18,0,1,1,0,30,2.0899999
19,1,1,0,0,97,2.72
17,0,0,1,0,64,3.28
19,0,0,0,0,34,2.3299999
18,0,1,1,0,41,1.65
19,0,1,0,0,27,1.78
19,0,1,1,0,2,2.4300001
19,1,1,0,0,87,2.8399999
18,1,1,0,0,19,2.78
18,1,1,0,0,39,1.9
19,0,1,0,0,78,3.5599999
19,1,0,1,0,50,3
19,1,1,0,0,50,1.92
18,0,0,0,1,8,.57000005
18,1,1,0,0,34,2.6399999
19,0,1,0,0,3,.62
19,1,1,0,0,27,2.8399999
19,0,1,1,0,3,1.9300001
19,1,1,1,0,27,2.24
18,1,1,0,0,38,3.6199999
19,0,1,1,0,5,2.3399999
19,0,1,0,0,76,2.49
19,1,1,0,0,43,2.99
19,0,1,0,0,58,2.5
19,1,1,0,0,54,1.78
20,1,0,0,0,97,3.6799998
19,1,1,0,0,9,2.5599999
18,0,1,0,0,28,1.35
19,0,1,0,0,22,2.03
19,1,1,1,0,94,3.6399999
18,1,1,0,0,26,2.3
19,0,1,0,0,89,3.6399999
18,0,1,1,1,6,2.6499999
19,0,1,1,0,61,2.97
18,0,0,1,0,48,1.64
18,0,1,0,0,40,3.05
18,0,1,1,1,7,3.6999998
19,0,1,0,0,30,3.23
18,0,1,1,0,22,.49999997
19,0,1,0,0,82,3.04
19,0,0,1,0,6,1.62
18,0,1,1,0,28,2.6599998
20,0,1,1,0,51,2.28
19,1,0,1,0,68,2.24
19,1,0,0,0,64,3
19,1,0,0,0,81,3.3799999
18,0,0,0,0,49,.94
19,1,1,0,0,56,2.4400001
19,1,0,0,0,41,1.5
18,0,0,1,0,14,.84000003
18,0,1,0,0,30,2.8399999
18,1,1,1,0,44,2.22
19,0,1,1,0,95,3.74
19,0,0,0,0,63,3.03
18,1,0,1,0,56,2.99
18,1,0,1,0,97,2.51
19,0,1,1,0,22,1.0599999
19,0,1,0,0,25,1.08
18,0,1,0,0,66,2.6900001
18,0,1,1,0,62,1
19,1,1,1,0,21,2.6599998
19,1,1,0,0,56,3.6399999
19,1,1,1,0,1,2.3599999
21,0,0,0,0,55,1.95
19,1,1,1,0,99,3.6399999
18,1,1,1,0,83,3.4099998
18,1,1,0,0,89,2.71
19,1,1,1,0,67,3.29
18,1,0,0,0,52,1.8
19,1,1,0,0,69,1.3
20,0,1,1,0,14,2.2
19,0,1,1,0,8,2.1299999
18,1,1,1,0,15,3.1800001
19,0,0,1,0,5,1.33
18,1,1,0,0,28,3.3799999
18,1,1,0,1,40,2.8099999
18,1,1,1,0,66,3.6999998
19,0,0,1,0,87,4
19,0,1,0,0,5,1.17
18,0,1,0,0,65,2.4300001
18,0,1,1,0,36,1.52
18,1,1,1,0,77,3.5599999
19,1,1,1,0,46,1.84
21,0,0,0,0,82,3.8799999
19,0,1,1,0,65,3.9599998
18,0,1,0,0,58,2.6399999
19,1,0,1,0,46,1.96
18,1,0,0,0,99,4
19,0,1,1,0,25,2.6700001
19,0,1,1,0,5,1.64
19,0,0,1,1,89,3.78
18,0,0,1,0,15,2.0799999
19,0,1,0,0,81,2.48
18,0,0,0,0,77,1.16
18,0,1,1,0,10,1.71
19,0,1,1,0,83,3.8099999
19,0,0,0,0,54,3.3199999
19,1,1,0,0,52,3.28
18,1,1,0,0,64,2.4300001
19,0,1,0,1,6,2.0999999
19,1,1,1,0,11,2.3799999
19,0,0,1,0,10,2.5799999
19,0,1,1,0,4,.61000001
19,1,0,1,0,13,2.3399999
18,0,1,1,0,7,1.9
19,1,1,0,0,66,3.04
19,0,1,0,0,65,3.3399999
19,0,1,0,0,8,2.3900001
19,0,1,0,0,35,1.58
17,1,1,0,0,83,3.25
19,1,1,0,0,56,2.45
19,1,1,0,0,12,2.8099999
19,0,1,1,0,34,2.28
19,1,0,1,0,22,1.87
19,1,1,0,1,92,2.8699999
19,0,1,0,1,73,2.3499999
21,0,1,0,0,3,1.49
19,0,1,0,0,55,3.02
19,0,1,1,0,5,1.13
19,1,0,0,0,65,2.4400001
18,0,1,0,0,3,1.14
19,0,1,1,0,77,3.46
18,0,1,1,0,1,1.01
17,0,1,0,0,82,3.1800001
19,1,0,0,0,98,4
20,1,1,0,0,22,1.75
19,1,1,1,0,75,3.8
19,1,0,0,0,12,1.59
19,1,1,0,0,97,3.5
19,0,0,0,0,40,1.87
19,0,1,0,0,85,3.54
19,0,1,0,0,41,1.65
18,1,1,1,0,60,2.8599999
19,1,1,1,0,92,4
18,1,0,1,0,2,1.45
18,0,0,0,0,30,.31000003
19,0,1,0,0,48,1.84
19,0,0,0,0,39,2.7
19,1,1,0,0,19,1.95
19,1,1,0,0,81,3.74
18,1,1,1,0,35,3.48
18,1,0,1,0,95,3.8999999
19,1,1,1,0,10,3.25
19,0,1,0,0,48,2.0599999
20,0,0,0,0,33,2.78
18,1,1,0,0,41,2.74
17,1,0,0,0,69,2.52
17,0,1,1,0,50,1.61
20,0,0,1,0,51,1.03
18,0,1,1,1,40,.63
19,1,1,0,0,22,2.4300001
19,0,1,0,0,63,3.1800001
18,0,1,0,0,2,2.8599999
18,0,1,1,0,52,3.0599999
20,1,0,0,0,65,1.8099999
18,0,1,0,1,27,.1
19,1,1,0,0,100,3.0599999
18,1,1,0,0,65,2.8999999
19,0,1,1,0,32,2.5599999
19,0,1,1,0,52,2.1700001
19,0,0,0,0,23,1.75
20,0,1,0,0,14,1.78
19,1,1,0,0,79,3.7099998
19,0,1,1,0,92,1.85
19,1,0,0,0,41,2.8999999
18,1,1,1,0,33,2.96
19,1,1,0,0,75,2.8399999
19,0,1,0,0,44,2.8399999
17,1,1,0,0,92,3.8999999
19,0,1,0,1,1,.1
18,0,1,0,0,34,2.8599999
19,0,1,0,0,19,2.8
19,0,1,1,0,52,2.8499999
19,0,1,1,0,15,.93000001
19,0,1,1,0,93,3.02
20,1,0,1,0,61,3.6399999
19,0,1,0,0,43,2.6099999
19,0,1,1,0,79,2.1800001
19,1,1,0,0,98,4
17,0,1,0,0,45,3.0599999
19,0,1,1,0,28,2.8299999
19,0,1,0,0,90,1.9
19,0,1,0,0,44,2.76
18,1,0,0,0,58,2.4000001
18,1,1,0,0,7,1.6799999
19,0,1,0,0,60,1.87
19,1,0,0,0,23,1.53
19,1,1,0,0,56,1.98
19,1,1,0,0,49,1.66
18,1,1,0,0,97,4
19,0,0,1,0,38,.65000004
19,0,0,1,0,17,2.23
19,0,1,1,0,78,3.24
21,0,1,0,1,58,0
19,0,1,1,0,55,3.3799999
18,0,0,0,0,73,1.1
19,0,1,0,0,26,1.59
18,1,1,1,0,28,2.8399999
19,0,1,0,0,31,1.84
18,0,0,0,0,71,1.9400001
18,1,1,0,0,95,3.9599998
19,1,1,0,0,68,2.6299999
19,0,1,1,0,97,3.6799998
19,0,1,0,0,19,2.4300001
20,0,0,0,0,17,2.53
19,0,1,1,0,22,2.0799999
19,0,0,0,0,48,1.84
18,1,1,0,0,71,2.3599999
19,1,1,0,0,57,2.7
19,0,1,1,1,35,2.52
18,0,1,0,0,55,1.85
18,0,0,0,0,95,3.1700001
17,0,1,1,0,4,1.65
20,1,0,0,0,56,2.3499999
18,0,0,0,0,41,2.96
20,1,1,0,0,91,3.6399999
19,0,1,0,0,2,2.0799999
19,1,1,0,0,99,3.8699999
19,1,1,0,0,35,3.1599998
19,0,1,0,0,45,2.0999999
18,1,1,1,0,81,3.1900001
19,0,1,0,0,76,2.1800001
19,0,1,1,0,65,2.6800001
19,1,0,0,0,24,2.23
18,1,1,0,0,74,3.54
18,0,1,1,0,21,3.3299999
19,0,1,0,0,12,2.76
19,0,1,1,0,6,2.3199999
19,0,1,1,0,33,.98000002
20,0,0,0,0,45,3.0899999
19,0,1,0,0,42,2.8999999
19,0,1,1,0,73,1.64
19,0,1,0,0,14,1.6799999
17,0,1,0,0,56,1.5
19,1,1,0,0,68,2.4000001
19,0,0,0,0,86,3.54
18,0,0,0,1,52,3.29
19,0,1,1,0,22,1.6
18,0,0,1,0,24,0
21,0,1,0,0,39,2.4300001
19,1,1,1,0,65,2.4100001
19,1,1,1,0,79,3.6299999
20,0,1,1,0,9,1.5599999
19,0,1,1,0,76,3.5799999
18,1,0,1,0,6,2.8299999
19,0,1,0,1,19,1.99
18,0,1,1,0,2,.98000002
19,1,1,0,0,74,1.51
21,1,1,0,0,44,2.53
19,1,1,1,0,75,2.78
19,0,1,0,0,92,3.6699998
19,1,1,0,0,54,2.8299999
19,0,1,1,0,37,2.5999999
19,0,0,0,0,94,3.6999998
18,1,1,0,0,78,3.6999998
18,0,1,0,0,97,2.97
18,1,1,0,0,91,3.0999999
18,0,0,1,0,12,1.5599999
19,0,1,1,0,75,2.5
18,1,1,0,0,44,1.75
19,0,1,0,0,18,2.03
20,0,0,0,0,62,2.54
19,1,0,1,0,17,1.49
21,0,1,0,0,10,3.0799999
19,0,0,1,0,87,3.3799999
19,1,1,0,0,89,3.1800001
19,0,1,1,0,14,1.14
18,1,1,0,0,32,1.99
19,0,1,0,0,45,3.8499999
19,1,1,0,0,70,2.8699999
19,1,1,1,0,67,3.03
19,0,0,0,0,37,2.02
19,1,1,1,0,93,3.29
19,0,0,0,0,5,1.34
19,0,0,0,0,52,1.03
21,0,0,1,0,7,1.03
19,0,0,0,0,58,2.5799999
19,1,1,1,0,46,2.8499999
19,0,1,0,0,78,4
19,1,1,0,0,44,3.29
19,1,0,1,0,44,3.1900001
18,1,1,1,0,88,3.9399998
19,0,0,0,0,12,1.22
19,0,0,0,0,28,2.8499999
17,1,1,0,0,53,2.5699999
18,1,1,1,0,38,3.1099999
18,0,1,0,0,58,2.53
19,0,1,0,0,35,1.23
19,1,1,0,0,74,2.0999999
19,0,1,0,0,65,2.8999999
18,0,1,0,0,84,3.0999999
19,0,1,1,0,22,.50999999
21,1,0,0,0,67,2.4400001
18,1,1,0,0,55,3.3
19,1,1,0,0,48,2.98
19,0,1,1,0,31,3.3399999
20,0,0,1,0,78,3.23
20,0,1,0,0,10,.44000003
18,1,1,0,0,92,3.5799999
18,1,1,0,0,13,1.64
19,1,1,0,0,69,2.6199999
19,0,1,1,0,55,1.0599999
19,0,1,0,0,64,1.76
20,0,0,0,0,12,1.27
19,1,1,0,0,79,3.02
18,1,1,1,0,11,2.8999999
19,1,1,0,0,75,3.22
19,0,0,0,0,83,3.03
19,1,0,0,0,28,2.3499999
19,1,1,0,0,90,3.45
19,1,1,0,0,48,3.3799999
19,0,1,1,0,90,2.45
19,1,1,1,0,37,2.6700001
19,0,1,0,0,27,1.9300001
19,1,1,0,0,41,2.5699999
19,0,1,1,1,10,.1
19,0,0,0,0,27,2.8999999
18,0,0,1,0,92,3.78
18,0,1,0,0,3,1.33
20,0,1,0,0,92,2.0999999
18,0,0,1,0,50,2.6299999
19,0,0,0,0,26,1.76
18,0,0,1,0,5,.78000003
19,1,1,1,0,43,2.9200001
19,1,1,1,0,81,3.8399999
19,1,1,0,0,88,3.8399999
19,1,1,0,0,19,2.0999999
18,1,1,1,0,55,1.9400001
21,0,1,0,1,2,.090000011
18,1,0,0,0,27,1.86
19,1,1,1,0,97,3.8699999
19,1,0,0,0,58,3.1599998
19,1,0,1,0,11,3.2
19,1,1,0,0,78,2.3499999
18,0,1,0,0,71,3.1599998
19,0,0,0,0,44,2.8499999
19,1,1,1,0,44,2.1700001
19,0,1,0,0,28,2.2
19,1,1,0,0,31,2.8399999
18,0,0,0,0,72,3.45
19,0,1,1,0,81,3.7199998
19,0,1,1,0,19,2.1099999
18,1,1,0,0,14,2.3199999
19,1,1,0,0,90,3.24
19,1,1,0,0,85,2.96
19,1,0,0,0,24,2.73
18,1,1,1,0,94,3.8199999
19,1,1,0,0,52,3.6999998
19,0,0,0,0,86,1.47
17,0,0,0,1,96,3.04
19,0,1,1,0,51,2.9300001
19,1,1,1,0,61,3.8699999
19,0,1,0,0,16,1.23
19,1,1,1,0,95,3.3799999
19,0,1,0,0,57,3.0999999
19,0,1,1,0,23,3.1599998
18,0,0,0,1,55,.83000004
18,0,0,1,0,67,1.84
19,0,1,0,0,60,3.45
19,0,0,1,0,23,1.49
18,0,0,1,0,68,2.55
20,0,1,0,0,2,1.47
19,1,1,0,0,89,3.1399999
19,0,0,0,0,58,2.79
19,0,0,0,0,65,2.4300001
19,0,0,0,0,73,.27999994
19,1,1,0,0,70,3.1599998
18,0,1,0,0,52,2.95
20,1,0,0,0,77,2.73
19,0,1,0,0,11,2.6399999
19,1,1,0,0,41,2.1400001
19,0,1,0,0,35,1.38
18,0,1,0,1,7,2.5
19,1,1,1,0,39,2.96
19,0,0,0,0,69,3.1199999
19,1,1,0,0,50,1.49
17,1,1,0,0,90,3.9699998
19,0,1,1,1,39,2.3499999
19,0,1,0,0,42,1.6900001
19,0,1,1,0,72,2.1099999
19,0,1,0,0,55,3.1099999
18,1,0,0,0,77,2.48
20,1,1,0,0,9,2.3599999
18,0,0,0,0,38,2.21
18,0,1,0,0,35,1.54
19,0,1,1,0,28,.77000004
19,0,1,0,0,61,3.1800001
19,0,0,1,0,4,.58000004
19,0,1,0,0,3,2.2
19,1,0,0,0,61,1.9
19,0,0,0,1,77,2.52
19,1,0,0,0,65,3.3
19,1,0,0,0,5,1.37
18,0,1,0,0,82,3.0999999
19,0,1,1,0,32,.64000005
19,0,0,0,0,23,3.4099998
19,0,1,1,0,50,2.8999999
18,1,1,0,0,45,3.5599999
18,0,1,1,0,64,4
20,1,0,1,0,7,1.23
19,0,1,0,0,67,1.99
20,0,1,1,0,30,1.95
18,0,1,1,0,39,2.7
18,0,0,0,0,78,3.3699999
19,0,1,0,0,10,1.1800001
20,0,0,0,0,64,1.84
19,0,0,0,0,34,1.25
18,1,1,1,0,57,2.48
20,1,1,0,0,45,3.8999999
18,1,1,1,0,49,1.75
19,1,0,1,0,99,4
19,0,1,0,0,24,.76000005
19,0,1,1,1,36,1.99
17,1,0,0,0,76,3.4099998
19,0,0,0,0,22,.62
19,1,1,0,0,90,3.6399999
19,1,1,1,0,22,2.98
19,1,0,1,0,100,4
19,0,1,1,0,80,2.3
19,0,0,0,0,79,2.8999999
18,1,1,0,0,77,3.7199998
18,0,1,0,0,17,2.1800001
19,0,0,0,0,63,2.8599999
19,0,1,0,0,78,2.0999999
