age_at_entry,gradin4,english,male,left_school,hsgrade_pct,GPA
19,0,1,0,0,6,1.26
19,0,0,1,0,65,1.96
19,0,1,0,0,82,1.08
20,0,0,1,0,88,3.1199999
19,1,1,0,0,98,4
19,1,1,0,0,97,3.6199999
19,0,1,0,0,14,1.53
18,0,1,0,0,50,2.9300001
18,1,0,0,0,74,3.4099998
18,1,1,1,0,61,3.3599999
19,1,0,0,0,36,3.21
19,1,1,1,0,4,2.4100001
19,0,1,0,0,80,3.0799999
18,0,1,1,0,61,2.73
19,1,0,0,0,17,2.77
18,1,1,0,0,26,2.6199999
19,1,0,1,0,22,3.3499999
19,1,0,0,0,71,3.5799999
19,0,1,1,0,67,2.8999999
18,1,0,0,0,56,3.3799999
19,0,1,1,0,28,1.51
21,0,0,1,0,58,2.1199999
19,0,1,0,0,27,2.0999999
18,0,1,1,0,7,1.96
19,1,1,1,0,25,2.5999999
18,1,1,1,0,80,2.9300001
19,0,1,1,0,53,2.6800001
18,0,0,0,0,24,3.26
18,1,1,1,0,42,1.9
20,0,1,0,0,28,2.6399999
18,1,1,0,0,51,2.3
19,0,1,1,0,11,2.76
19,0,0,0,0,7,2.0799999
19,0,0,0,0,43,2.1800001
19,0,1,1,0,44,2.8999999
18,1,1,0,0,61,3.0999999
19,1,1,1,0,22,2.4200001
19,1,1,0,0,97,3.28
20,0,1,0,0,5,1.54
19,0,1,0,0,45,1.12
18,0,1,1,0,37,2.5
19,1,1,0,0,83,4
19,1,1,1,0,65,2.6299999
18,0,0,0,0,67,3.02
19,0,0,1,0,20,.85000002
19,0,1,1,0,98,3.51
18,0,0,1,0,15,2.1800001
18,0,1,0,0,26,1.65
19,1,0,0,0,1,1.86
18,0,1,0,0,81,3.0999999
18,1,1,1,0,81,3.52
19,0,0,1,0,38,2.02
19,0,1,1,0,8,1.9300001
19,0,1,0,0,26,.85000002
17,1,0,0,0,41,2.22
17,1,1,0,0,36,2.5
19,1,1,0,0,56,.82000005
20,0,0,1,0,10,.18000004
18,1,1,0,0,53,3.24
19,1,1,0,0,78,3.05
19,0,1,1,1,15,1.4299999
19,1,0,0,0,17,1.1900001
17,0,1,1,0,99,3.49
19,0,0,1,0,26,.1
19,0,1,0,0,40,1.49
18,1,1,0,0,33,2.24
18,1,1,0,0,84,3.53
18,0,1,1,0,82,1.04
19,0,1,0,0,26,2.6399999
20,1,1,0,0,67,2.74
19,0,1,0,0,30,.68000001
19,1,0,0,0,91,3.6399999
19,0,1,1,0,65,3.3899999
18,1,0,0,0,77,3.8799999
19,1,1,1,0,49,3.1599998
18,1,1,0,0,57,3.3099999
18,0,1,1,1,5,2.4100001
18,1,1,1,0,92,3.8099999
19,1,1,0,0,3,2.6399999
17,0,1,1,0,2,2.24
19,1,0,1,0,56,1.97
18,0,1,1,0,56,.88
19,0,1,0,0,60,3.3399999
19,0,1,0,0,76,1.64
19,0,0,0,0,62,3.9599998
19,1,0,0,0,70,3.48
18,0,0,0,0,58,1.99
19,1,1,0,0,87,3.1599998
19,0,1,1,0,80,3.03
19,1,1,1,0,31,2.4400001
21,1,1,1,0,2,2.6399999
19,1,1,0,0,74,3.5999999
18,0,1,0,0,83,2.4400001
19,1,1,1,0,74,3.0999999
19,0,1,0,0,9,1.24
18,0,1,0,1,35,2.2
20,0,1,0,0,1,2.0999999
19,1,1,0,0,58,1.35
20,1,0,0,0,41,3.0999999
19,0,1,1,0,73,3.6499999
19,0,1,1,0,66,2.7
21,0,0,1,0,10,2.1500001
19,0,1,1,0,14,2.3599999
18,0,0,1,0,85,2.26
18,0,0,1,0,37,1.54
18,1,1,0,0,94,3.0999999
19,0,1,1,0,7,1.23
19,1,1,1,0,68,2.8799999
19,1,1,0,0,42,1.9300001
18,0,1,1,0,50,1.75
18,0,1,0,0,5,1.12
18,1,0,0,0,95,3.6599998
19,1,1,0,0,18,2
18,1,1,0,0,26,2.0799999
18,1,1,1,0,30,2.01
18,1,1,0,0,57,2.5
18,0,0,1,0,62,1.77
18,0,1,1,0,28,1.54
19,1,0,0,0,99,4
17,0,1,0,0,49,2.02
19,0,1,1,0,22,3.5
19,0,1,0,0,91,3.3
19,1,1,0,0,82,2.76
19,0,1,0,0,49,2.8499999
19,0,1,0,0,44,.88
18,0,1,1,1,17,1.85
19,0,1,1,0,46,2.4000001
19,1,1,1,0,58,1.89
20,1,0,0,0,12,1.41
20,0,0,1,0,27,1.08
18,0,1,0,0,22,1.4400001
19,1,1,1,0,83,3.3799999
18,0,0,0,0,12,1.63
19,0,0,1,0,2,1.4
19,1,1,0,0,70,3.5599999
19,0,1,1,0,35,2.4100001
18,0,1,0,0,22,1.6799999
19,0,1,1,0,96,.58000004
20,0,1,1,0,18,2.3299999
19,0,1,1,0,56,3.22
19,0,1,1,1,7,1.4
19,0,1,0,0,65,1.11
19,0,1,0,0,78,3.46
19,0,1,1,0,4,1.65
19,1,0,1,0,88,3.51
19,0,0,1,0,27,3.4099998
19,0,1,1,0,69,1.53
19,1,0,0,0,76,2.0999999
19,0,0,1,0,83,1.88
19,0,1,0,0,36,1.88
17,0,0,1,0,12,1.1900001
20,0,1,1,0,20,3.0799999
18,0,1,0,0,32,1.03
19,0,1,1,0,35,2.54
19,0,0,1,0,15,1.73
19,0,1,1,0,16,1.86
18,1,1,0,0,92,3.0999999
19,1,0,0,0,64,2.1600001
19,0,1,0,1,49,1
19,0,1,1,0,19,2.8799999
18,1,0,1,0,44,3.0699999
19,1,0,0,0,70,3.8999999
18,0,0,0,1,84,3.22
19,1,1,0,0,14,3.5
18,1,0,0,0,14,1.96
19,1,1,0,0,19,2
18,0,1,0,0,54,1.9
19,1,1,0,0,88,3.4400001
19,0,0,0,0,20,2.05
18,0,0,0,0,42,2.53
20,1,0,1,0,94,3.1599998
18,1,1,0,0,95,2.6199999
18,1,1,1,0,79,3.6399999
18,0,1,1,0,56,2.3399999
19,0,1,0,0,28,1.15
19,1,1,0,0,39,2.1700001
19,1,1,1,0,28,2.1600001
19,0,1,1,0,8,1.11
18,1,1,1,0,94,3.3999999
18,1,1,0,0,17,2.5999999
18,0,1,0,0,20,2.3799999
19,0,0,0,0,31,.98000002
19,1,1,0,0,76,2.4000001
19,0,1,0,0,11,2.1900001
19,1,0,1,0,10,3.6999998
18,0,1,0,1,52,2.2
19,1,1,0,0,20,3.1800001
19,0,1,1,0,90,3.52
19,0,1,0,0,48,2.4300001
19,0,1,0,0,95,3.4400001
18,1,1,0,0,71,3.5699999
18,1,1,0,0,93,3.05
19,1,0,0,0,33,1.4299999
19,0,1,0,0,64,3.26
19,0,1,0,0,49,2.6399999
19,1,0,0,0,41,3.3299999
18,1,0,0,0,63,3.1099999
18,1,0,0,0,34,2.53
19,0,1,1,0,7,1.6
19,1,1,0,0,34,3.75
21,0,0,1,0,81,2.28
19,1,0,0,1,100,3.28
20,0,0,0,1,9,2.47
19,0,1,0,0,62,1.96
19,0,1,0,0,55,1.03
19,1,1,0,0,52,2.4200001
17,0,1,0,0,58,2.4000001
18,0,1,0,1,14,1.6
19,1,0,0,0,60,3.3299999
18,1,0,0,0,27,1.51
19,0,1,1,0,22,2.6099999
19,1,0,0,0,97,3.8999999
18,1,0,0,0,35,2.96
19,0,1,0,0,28,2.98
19,1,1,1,0,76,2.73
19,0,1,1,0,56,2.5799999
18,0,1,0,0,19,2.1299999
19,0,1,0,0,98,3.52
19,0,1,0,0,28,1.87
19,0,1,0,0,61,3.6099999
19,1,1,0,0,78,3.4400001
18,1,0,0,0,97,4
19,0,1,1,0,31,2.03
18,0,1,1,0,61,1.52
17,0,1,1,0,33,3.02
19,0,1,0,0,50,2.9099998
19,0,1,1,0,44,2.8399999
19,0,1,0,0,66,.93000001
19,0,0,0,0,73,2.8399999
19,0,1,0,0,8,1.9400001
19,1,1,1,0,63,3.03
18,0,0,1,0,25,1.37
19,1,1,0,0,35,2.0999999
18,1,1,0,0,44,2.02
19,1,0,1,0,97,3.98
19,1,0,0,0,36,1.7
18,1,1,1,0,35,3.24
19,0,1,0,0,25,1.2
19,1,1,1,0,31,2.6399999
19,0,1,0,0,31,2.0799999
18,0,1,1,0,2,2.02
20,1,1,0,0,22,2.53
19,0,0,1,0,62,3.45
18,1,1,1,0,39,2.24
18,0,1,1,0,11,.73000002
19,1,0,0,0,80,3.3199999
19,1,1,1,0,60,2.6099999
19,0,1,1,0,58,3.04
19,0,1,1,0,21,2
20,0,1,0,0,77,3.02
18,1,1,1,0,76,4
18,0,1,0,0,58,3.03
17,1,1,0,0,65,2.76
19,1,1,0,0,5,2.5999999
18,1,1,0,0,87,3.8599999
19,1,1,0,0,41,2.8699999
19,1,1,0,0,94,3.52
19,1,0,0,0,22,2.8499999
17,0,1,0,0,91,1.92
19,1,1,1,0,76,2.98
19,0,0,0,0,64,2.4200001
19,0,1,0,0,65,1.75
19,0,1,1,0,73,3.2
19,0,0,0,0,3,.23999998
18,0,1,0,0,18,2.0999999
18,1,1,0,0,74,1.6799999
18,1,0,0,0,67,1.7
18,0,1,1,0,7,1.13
19,1,1,1,0,10,2.7
19,0,1,0,0,8,1.9400001
19,0,1,1,0,89,3.24
19,0,0,1,0,76,3.1700001
19,0,1,0,0,44,2.1800001
19,1,1,0,0,65,3.3099999
18,0,1,0,0,28,2.6800001
19,0,0,0,1,6,.93000001
19,0,1,1,0,34,1.92
19,0,1,0,0,51,1.95
19,0,1,1,0,4,2.0999999
19,0,1,0,0,9,2.5
18,1,1,1,0,19,3.28
18,1,1,0,0,95,3.8799999
19,1,0,0,0,90,3.8499999
18,0,0,0,0,80,2.8
18,0,0,0,0,74,2.6299999
18,0,1,0,0,58,1.45
19,0,1,1,0,22,2.75
19,1,0,0,0,83,3.4400001
19,0,1,0,0,18,2.3
19,1,1,0,0,78,2.5599999
18,0,1,0,0,25,2.0999999
19,0,1,0,0,25,2.96
19,0,1,1,0,48,3.74
18,0,1,0,0,19,1.54
19,0,0,1,0,24,3.0999999
19,1,1,0,0,66,2.22
18,0,1,1,1,10,.83000004
19,1,0,0,0,78,2.4400001
19,1,1,0,0,67,3.4400001
18,1,0,0,0,79,2.9200001
19,1,1,0,0,15,1.03
19,0,0,0,0,6,1.53
19,0,1,0,1,2,1.03
19,1,1,1,0,87,3.5899999
19,1,0,0,0,42,2.78
18,1,1,1,0,56,3.0999999
18,0,1,0,0,17,1.0599999
19,1,1,0,0,28,2.03
19,1,1,1,0,5,1.62
19,0,1,0,0,8,1.34
18,1,1,0,0,12,2.1400001
18,1,1,1,0,74,3.53
18,0,1,1,1,16,1.4299999
17,0,0,0,1,44,2.98
19,1,1,0,0,97,3.1199999
18,1,1,1,1,15,1.84
17,1,1,0,0,32,2.5
19,1,0,0,0,63,1.9
19,0,0,0,0,20,.56000006
18,1,1,0,0,81,3.2
18,1,0,0,0,80,3.3
19,0,1,0,1,74,2.8399999
19,0,1,0,0,30,1.6799999
19,0,1,0,0,32,.95000005
18,1,1,1,0,46,2.6399999
19,0,1,1,1,31,2.3799999
18,1,0,0,0,86,3.1199999
19,1,0,1,0,3,1.88
19,0,1,0,0,33,1.6799999
20,0,1,1,0,58,3.04
20,1,0,0,0,84,3.1900001
18,1,0,0,0,87,3.8999999
18,1,1,0,0,40,2.04
19,0,1,1,0,15,2.8
19,0,1,1,0,12,1.16
18,1,1,0,0,88,3.03
20,0,1,0,1,46,1.53
19,1,1,1,0,38,2.99
19,0,1,1,0,9,1.1
18,1,1,0,0,83,3.25
19,1,0,0,0,65,3.1800001
18,0,0,0,0,58,3.54
19,0,0,0,0,88,3.3099999
19,1,1,0,0,80,2.9099998
18,0,1,0,0,18,3.4099998
19,1,1,0,0,70,2.48
21,0,0,0,0,66,.69
20,0,0,1,0,35,2.5
17,1,0,1,0,99,3.3599999
18,0,0,0,0,43,1.3
20,1,1,1,0,15,3.1900001
20,0,1,0,0,5,2.03
19,1,0,1,0,78,3.0999999
19,1,1,1,0,93,3.8999999
17,1,0,0,0,62,2.9400001
19,0,0,1,0,46,2.3399999
19,1,1,0,0,69,2.28
19,0,1,0,0,26,2.28
18,1,1,0,0,81,3.3199999
20,1,0,1,0,94,2.8299999
17,1,1,0,0,93,3.5799999
21,1,0,0,0,55,2.6399999
19,0,1,1,0,34,2.1800001
18,0,1,0,0,89,3.8899999
18,0,1,1,0,11,1.59
19,1,1,0,0,38,2.48
21,0,1,1,1,19,1.86
20,1,0,1,0,5,2.04
18,0,1,1,0,43,1.49
19,0,1,1,0,65,2
19,1,1,0,0,38,2.1800001
19,0,1,1,0,61,2.03
18,0,0,0,0,82,2.5999999
19,0,1,0,0,36,2.76
19,1,1,0,0,62,1.95
21,0,1,1,0,39,0
18,0,1,0,0,91,3.6099999
19,1,1,0,0,74,3.24
18,1,1,0,0,75,3.8399999
19,0,1,0,0,13,1.98
19,1,1,0,0,72,2.1800001
20,0,1,1,0,75,.88
18,1,0,0,0,78,3.55
19,0,1,0,0,39,3
20,1,1,1,0,28,2.0999999
20,0,0,1,0,8,1.54
18,1,1,0,0,7,2.1800001
21,0,0,0,0,73,2.5
19,1,1,0,0,94,3.1199999
18,0,1,1,0,51,2.1600001
19,1,0,1,0,5,2.7
19,0,1,0,0,42,2.3499999
19,0,0,1,0,25,2.7
18,0,1,0,0,89,3.0799999
19,1,1,1,0,42,1.8099999
19,1,1,0,0,19,2.03
19,1,1,0,0,56,3.3599999
19,0,1,0,1,8,.67000002
18,0,1,0,0,39,2.8599999
19,0,1,1,0,2,2.8
18,0,1,0,0,35,2.3
19,1,0,0,0,92,2.3599999
19,0,1,0,0,18,.99000001
21,0,0,1,0,6,0
19,0,0,1,0,26,1.23
19,0,1,0,1,30,2.53
18,0,1,1,0,68,3.1399999
19,1,1,0,0,56,2.8999999
19,0,1,1,0,56,3.3999999
19,1,0,0,0,27,3.24
18,0,1,1,0,26,1.92
19,1,1,0,1,85,3.24
19,0,1,1,0,10,1.48
19,0,1,1,0,4,1.95
18,0,1,1,0,5,2.8999999
19,1,1,0,0,60,2.3599999
19,1,1,1,0,96,3.6799998
18,1,1,0,0,73,3.76
18,1,1,1,0,14,2.78
19,1,1,0,0,68,3.0799999
19,0,1,0,0,72,2.25
19,0,1,0,0,63,1.99
17,0,1,1,0,97,4
19,1,0,1,0,44,1.9
19,0,1,0,0,15,2.1299999
18,0,1,0,0,12,1.7
20,0,0,0,0,92,3.8399999
20,1,1,0,0,50,2.53
19,0,0,0,0,63,3.0999999
19,1,1,0,0,25,2.0999999
19,0,1,0,0,20,2.3
19,0,1,0,0,69,3.3499999
19,1,0,0,0,74,3.4300001
19,0,1,0,0,38,2.4400001
18,0,1,1,0,35,3.24
19,1,1,1,1,72,1.96
19,0,1,1,0,28,1.98
19,0,0,1,0,84,2.3799999
19,0,1,1,0,28,1.48
19,1,1,0,0,79,3.1800001
18,0,1,1,0,63,3.5799999
18,0,1,0,0,74,3.6399999
18,1,0,0,0,97,3.8099999
18,0,1,1,0,24,2.9300001
19,0,0,0,0,32,2.26
19,0,1,1,0,65,2.96
19,0,0,1,0,89,3.1599998
18,0,1,1,1,25,2.1299999
20,1,0,0,0,33,1.62
19,1,0,0,0,27,2.03
19,0,0,1,0,31,1.7
19,0,0,0,0,53,3.8399999
19,0,0,1,0,7,.25999996
19,1,1,0,0,39,2.1600001
18,0,0,1,0,53,2.1299999
18,1,1,0,0,85,2.8199999
19,1,0,0,0,79,3.0799999
18,0,1,0,0,91,3.1599998
19,0,1,0,0,89,3.22
19,1,1,0,0,83,3.6999998
19,0,0,0,0,41,3.48
18,1,1,1,0,39,2.24
19,0,0,0,0,6,1.12
19,0,1,0,0,46,2.24
19,1,1,1,0,4,1.0599999
18,1,0,1,0,89,4
20,1,0,1,0,56,3.6099999
18,0,1,1,0,85,2.5999999
18,1,1,0,1,87,3.52
18,1,0,0,0,24,3.5999999
19,1,1,0,0,70,3.4200001
19,1,1,0,0,92,3.78
19,1,1,1,0,56,3.0799999
19,1,1,0,0,30,2.95
20,1,1,0,0,22,1.85
19,0,1,0,0,5,3.0999999
20,1,1,1,0,55,3.3499999
19,1,1,0,0,61,1.98
17,1,1,0,0,93,4
17,1,1,1,0,99,3.98
19,0,0,0,0,35,2.1600001
21,0,1,1,0,14,1.37
18,1,1,0,0,22,1.9300001
19,1,1,1,0,12,2.28
21,1,1,1,0,17,3.4300001
19,0,1,1,0,80,3.3299999
19,0,1,0,0,37,2.3799999
19,0,1,1,0,65,3.21
19,1,1,0,0,39,2.5999999
19,0,0,1,0,4,1.75
19,0,1,1,1,66,1.76
18,0,1,1,0,82,3.23
18,0,0,1,0,41,1.2
19,1,1,0,0,24,2.52
18,0,1,1,0,73,1.6900001
19,1,1,0,0,41,3.3199999
19,0,1,0,0,43,2.6299999
19,1,0,0,0,75,2.54
18,0,1,0,0,65,1.9
19,1,1,0,0,25,2.98
19,0,1,0,0,11,.91000003
18,1,1,0,0,51,2.5799999
20,1,0,0,0,27,1.98
18,0,1,1,0,27,1.1
18,1,1,0,0,93,2.8499999
17,1,1,1,0,95,4
19,1,0,0,0,83,2.98
19,0,1,1,0,2,1.25
19,0,1,1,0,5,.27999994
21,1,0,0,0,68,2.5599999
18,1,1,0,0,53,2.1800001
19,1,0,0,0,42,3.2
19,0,1,1,0,27,2.78
20,0,1,0,0,24,2.8999999
17,1,1,0,0,81,3.3999999
19,0,1,0,0,5,1.4299999
19,0,1,1,0,52,2.47
19,1,1,1,0,46,2.45
19,0,1,1,0,9,1.53
18,0,1,1,0,78,2.8799999
18,0,1,0,0,56,2.77
19,1,0,1,0,17,2.6499999
19,1,1,0,0,84,2.8999999
19,0,0,0,0,56,2.8099999
19,1,1,0,0,14,1.85
18,0,0,1,0,55,2.1099999
18,1,1,0,0,38,3.03
19,0,1,1,0,15,3.2
19,1,0,0,0,75,3.8499999
18,1,1,0,0,78,3.6399999
19,0,1,0,0,89,2.1800001
18,1,1,1,0,88,3.3199999
19,1,1,0,0,28,2.2
19,0,1,0,1,5,.1
19,1,1,0,0,54,2.8399999
17,0,1,1,1,65,2.46
19,0,1,0,0,98,3.1800001
17,0,1,1,0,48,1.88
18,0,1,0,0,41,2.5999999
18,1,1,1,0,100,3.6799998
18,0,1,0,0,12,2.2
19,1,1,1,0,31,2.5
19,0,1,0,0,90,3.49
19,1,0,0,0,57,3.3599999
19,1,0,0,1,92,3.8899999
19,0,1,0,0,64,2.9300001
18,0,1,0,0,61,1
20,0,0,0,0,51,3.28
19,1,1,1,0,34,2.54
19,0,0,1,0,9,2.1400001
19,0,1,1,0,35,2.3199999
19,1,1,0,0,14,1.86
19,0,1,0,0,60,3.0599999
19,0,1,1,0,51,2.9200001
20,0,0,1,0,3,1.2
19,0,1,1,0,65,2.78
19,1,1,1,0,22,2.0999999
19,1,1,1,0,48,3.3999999
19,0,1,0,0,69,2.72
19,1,1,0,0,48,1.8200001
18,1,1,0,0,5,2.3
19,0,1,0,1,19,1.03
18,1,1,1,0,78,3.28
19,0,1,0,0,78,2.72
19,1,1,0,0,87,3.78
18,1,1,0,0,81,2.78
19,1,1,1,0,94,3.8499999
17,1,1,0,0,56,2.1800001
19,1,1,0,0,52,2.76
19,1,1,0,0,83,2.52
19,0,0,1,0,9,.60000002
18,0,1,1,0,21,2.48
19,1,1,0,0,81,2.1800001
18,0,1,0,0,19,2.3299999
19,0,1,1,0,49,1.75
18,0,1,1,0,7,1.3
19,0,0,0,0,15,3.3299999
18,1,0,0,0,85,2.8599999
19,0,1,0,0,54,1.9300001
18,0,1,0,0,21,1.98
17,0,0,1,0,78,3.74
19,0,0,0,0,27,1.59
19,1,1,1,0,50,3.0799999
19,1,0,0,0,82,3.0799999
19,1,1,1,0,6,2.8099999
19,0,1,0,0,34,2.77
19,0,0,0,0,16,2.54
19,0,1,0,0,1,1
19,1,1,1,0,96,3.8299999
18,0,1,1,0,11,1.34
18,0,1,0,0,56,1.03
18,1,1,0,0,34,2.98
18,0,1,1,0,12,1.65
18,0,1,1,0,8,.91000003
20,0,0,1,0,51,2.9400001
18,1,1,1,0,45,2.22
19,0,1,0,0,78,2.02
19,0,0,1,0,58,3.48
19,1,1,0,0,58,2.26
21,1,0,0,0,40,3.3899999
19,0,1,0,0,36,2.53
19,1,1,0,0,19,2.3
19,0,1,0,0,8,.78000003
21,0,1,1,0,85,3.9399998
18,1,0,0,0,81,3.6999998
18,0,0,1,0,31,1.27
19,1,1,0,0,67,3.53
18,1,1,0,0,23,1.51
18,0,1,0,0,28,2.74
19,1,0,0,0,28,2.4000001
18,0,1,1,0,22,.71000004
18,0,1,0,1,45,.79000002
20,0,1,0,0,20,.60000002
19,1,1,1,0,45,1.8099999
19,0,1,0,0,4,1.48
20,0,0,1,0,43,2.0999999
20,0,1,1,0,1,2.01
18,0,1,0,0,73,3.6699998
19,1,1,1,0,78,3.8399999
19,0,1,1,0,44,1.9
19,0,0,1,0,22,2.4400001
19,1,0,0,0,24,2.5699999
19,1,1,0,0,13,1.95
19,0,1,0,0,57,2.26
19,0,1,0,0,19,2.28
19,0,1,1,0,66,2.1199999
20,0,1,0,1,1,.54000008
18,1,0,1,0,42,2.27
18,1,1,0,0,72,3.24
19,1,1,0,0,17,1.6
17,1,0,0,0,61,2.8999999
19,1,1,1,0,87,2.72
19,0,1,1,0,43,2.53
19,1,1,0,0,46,1.7
19,0,1,0,0,95,3.52
18,0,1,1,0,74,1.49
19,0,1,0,0,20,2.48
19,1,1,0,0,17,1.91
19,0,1,1,0,39,2.23
19,1,0,0,0,83,3.5599999
20,1,1,1,0,19,2.5599999
18,1,1,0,0,15,1.08
19,1,1,0,0,28,2.25
19,0,1,0,0,73,1.1800001
19,0,1,1,0,5,2.1800001
19,0,1,0,0,13,1.59
19,0,1,0,1,22,2.21
19,1,1,0,0,55,2.3
19,1,1,0,0,43,2.5599999
19,0,1,0,0,64,2.6099999
19,0,1,0,0,25,1.61
19,0,1,0,0,50,2.1600001
17,1,1,0,0,57,3.0799999
19,0,1,1,0,12,1
19,1,1,0,0,69,3.3799999
19,0,1,0,0,84,3.5
20,0,1,1,0,18,2.3399999
19,1,0,0,0,83,2.8399999
18,0,0,0,0,73,3.2
19,0,0,0,0,19,1.76
20,0,0,0,1,9,.39999995
18,1,1,0,0,94,3.5799999
19,0,1,1,0,9,.55000007
19,0,0,0,0,25,3.4300001
19,0,1,1,0,64,2.8099999
19,0,1,0,0,65,3.03
19,0,1,1,0,62,3.3799999
18,0,1,0,0,28,3.24
19,1,1,0,0,91,3.52
19,1,1,0,0,56,2.03
19,1,0,0,0,74,3.1299999
18,0,0,0,0,26,1.38
19,1,0,0,0,78,3.22
19,1,1,0,0,39,2.78
19,0,1,0,0,77,2.6199999
20,0,0,1,0,58,1.76
19,1,1,0,0,46,2.3
19,0,1,0,0,74,2.46
18,0,0,0,0,34,3.3099999
19,0,0,0,0,53,3.3099999
19,0,1,1,0,41,2.1700001
18,0,1,0,0,6,2.3799999
20,1,0,1,0,21,2.23
18,0,1,0,0,44,2.03
18,1,1,0,0,36,1.4299999
20,1,1,0,0,88,3.0999999
19,1,1,0,0,76,3.46
19,1,1,0,0,76,3.0799999
19,0,1,1,0,97,2.5599999
19,0,1,0,0,10,2.2
19,0,1,0,0,35,2.1600001
17,1,0,0,1,73,3.22
19,0,0,0,0,37,1.38
19,0,0,0,0,8,1.71
19,0,1,0,0,75,.76000005
19,0,0,1,0,19,1.25
17,0,0,1,0,68,2.5799999
20,1,0,0,0,20,2.9099998
19,0,0,0,0,25,1.6
19,0,0,0,0,6,.77000004
17,0,1,1,0,64,2.1299999
18,0,1,0,0,24,1.24
19,1,1,0,0,83,3.9499998
18,1,1,0,0,93,3.7099998
17,1,1,1,0,92,3.8999999
20,0,0,0,0,61,2.75
19,0,1,1,0,45,1.1800001
19,1,1,0,0,21,2
18,0,0,1,0,74,1.96
19,0,1,0,0,96,4
19,0,1,1,0,40,.33000001
19,0,1,1,0,8,1.34
19,0,1,0,0,12,.74000001
19,1,1,1,0,52,3.24
19,1,1,0,0,65,2.8399999
21,1,0,0,0,49,3.3699999
19,1,1,1,0,92,3.6999998
20,0,1,0,0,72,2.78
19,0,0,0,0,67,2.75
18,0,1,1,0,27,1.47
18,0,1,1,0,10,.23999998
19,1,1,1,0,34,2.53
18,1,0,1,0,19,1.4400001
18,0,1,0,0,83,2.71
20,0,1,1,1,15,1.1800001
19,0,1,1,0,46,2.5599999
18,1,1,1,0,97,3.27
19,1,1,0,0,40,3.6599998
19,1,1,0,0,46,2.3
19,1,1,0,0,87,3.6399999
18,1,0,0,0,24,1.78
17,1,1,0,0,87,3.0999999
18,0,1,0,0,19,2.78
19,1,1,1,0,24,2.9400001
18,1,0,0,0,87,3.8999999
18,0,1,1,0,25,2.5
19,0,0,0,0,43,2.78
18,1,0,0,0,89,3.8999999
18,0,0,0,1,66,1.96
18,1,1,0,0,30,2.6800001
19,0,1,1,0,66,2.6800001
18,1,1,0,0,95,3.22
18,1,0,0,0,86,3.51
19,0,1,1,0,1,1.33
19,0,0,1,0,8,.71000004
18,0,1,0,0,73,3.03
19,1,0,0,0,70,3.3999999
18,0,1,1,0,17,1.26
20,0,1,1,0,16,3.5
20,0,0,1,0,17,1.84
18,0,1,0,1,33,2.4000001
19,0,1,1,0,52,1.87
19,1,1,0,0,87,3.3799999
20,1,0,1,1,43,2.6299999
19,1,1,0,0,22,1.85
19,0,1,0,0,75,2.6299999
19,1,0,0,0,14,1.98
19,0,1,0,0,68,3.02
19,0,0,0,0,23,1.5599999
19,1,1,0,0,85,2.6900001
18,1,0,0,0,53,2.0799999
18,1,1,0,0,94,3.1199999
18,0,0,1,1,45,2.48
19,0,1,1,0,38,3.1399999
19,1,1,0,0,67,2.4200001
19,1,1,0,0,22,2.5999999
19,1,0,0,0,38,2.6399999
19,0,1,0,0,74,1.33
18,1,1,1,0,100,4
19,1,1,0,0,11,1.1
19,0,0,0,0,85,4
19,0,1,1,0,41,1.91
19,0,1,1,0,88,3.8599999
19,0,1,1,0,76,2.8999999
19,0,1,1,0,10,1.7
18,0,1,0,0,13,3
20,0,0,0,0,68,3.8899999
20,0,0,0,0,55,2.27
20,0,1,1,0,8,1.95
19,0,1,0,0,28,2.6099999
20,1,0,0,0,56,2.8399999
19,1,1,0,0,55,3.3899999
19,1,0,1,0,36,2.4100001
18,1,1,1,0,96,3.8199999
19,1,1,0,0,82,3.6199999
19,1,1,1,0,64,2.9300001
19,1,1,1,0,97,3.9599998
19,0,1,0,0,39,1.96
19,1,1,1,0,87,3.5699999
20,1,1,1,0,67,3.8199999
18,1,1,0,0,53,2.8399999
19,0,1,0,0,26,1.86
20,0,0,1,0,81,2.5899999
20,0,1,1,0,69,1.6799999
18,1,1,1,0,28,2.9300001
18,0,1,0,0,11,1.77
20,1,1,0,0,9,2.5799999
19,1,1,0,0,43,2.4400001
19,1,1,0,0,91,3.3499999
19,1,1,1,0,89,3.0999999
19,0,1,0,0,89,2.4200001
19,1,1,0,0,10,2.78
19,0,1,1,0,17,2.1900001
19,0,1,1,0,64,2.49
19,1,1,1,0,49,2.96
17,1,0,0,0,28,2.4400001
18,0,0,0,0,61,3.52
18,0,1,1,0,17,.66000003
19,0,1,0,0,24,3
18,1,1,0,0,14,3.3599999
19,0,1,1,0,76,2.9300001
19,0,1,0,0,25,.90000004
19,1,0,0,0,14,2.5799999
19,0,1,0,0,61,2.78
20,0,1,1,0,3,2.25
19,0,1,1,1,9,0
18,1,1,0,0,53,3.24
18,1,1,0,0,38,2.02
19,1,1,0,0,46,2.5999999
18,0,1,1,0,87,1.5
17,1,0,0,0,73,3.98
19,1,1,0,0,45,2.3099999
18,0,0,0,0,84,3.1700001
19,0,1,0,0,48,1.78
19,0,1,1,0,31,2.48
19,1,1,0,0,22,3.28
19,0,0,0,0,40,3.1099999
